sys.exec.out.time {s},target.sat.pos_eci[0] {m},target.sat.vel_eci[0] {m/s},target.sat.pos_eci[1] {m},target.sat.vel_eci[1] {m/s},target.sat.pos_eci[2] {m},target.sat.vel_eci[2] {m/s},chaser.sat.pos_eci[0] {m},chaser.sat.vel_eci[0] {m/s},chaser.sat.pos_eci[1] {m},chaser.sat.vel_eci[1] {m/s},chaser.sat.pos_eci[2] {m},chaser.sat.vel_eci[2] {m/s},chaser.sat.attNav.qHat[0] {--},chaser.sat.attNav.qHat[1] {--},chaser.sat.attNav.qHat[2] {--},chaser.sat.attNav.qHat[3] {--},chaser.sat.thruster.thrustAcc_eci[0] {m/s2},chaser.sat.imu.dVel[0] {m/s},chaser.sat.thruster.thrustAcc_eci[1] {m/s2},chaser.sat.imu.dVel[1] {m/s},chaser.sat.thruster.thrustAcc_eci[2] {m/s2},chaser.sat.imu.dVel[2] {m/s},chaser.sat.thruster.dVAccumulated {m/s},chaser.sat.guidance.currentWaypoint {--},chaser.sat.imu.isValid {--},chaser.sat.rangefinder.range {m},chaser.sat.rangefinder.azimuth {rad},chaser.sat.rangefinder.elevation {rad},chaser.sat.rangefinder.isValid {--},chaser.sat.relNav.xHat[0] {m},chaser.sat.relNav.xHat[1] {m},chaser.sat.relNav.xHat[2] {m},chaser.sat.relNav.xHat[3] {m/s},chaser.sat.relNav.xHat[4] {m/s},chaser.sat.relNav.xHat[5] {m/s}
                  31,   6874088.940201658,   -261.139527567027,   235944.5548555839,   7608.127847649313,                   0,                   0,   6874101.482707649,  -260.2602274649989,   235152.4907344884,   7608.187027772733,  -608.6323229138094, 0.03007842064547953,  0.9998442130531737,-0.0003973040566648717,-0.0006813208838105404, 0.01763313855839629,0.003196966861749471,-0.003283081125235644, 0.01289891122283345,0.004580228069301792,0.006956830611013679,-0.002798684174229776, 0.01515000000000001,0,1,   998.9731033855617,   1.553376826087945,  0.6544662339284492,1,   14.74918044328074,   792.5169125150031,   607.9846599169363, 0.01383981871877374,-0.03753023998782005,-0.04162971171884833
                  32,   6873823.590452855,   -269.559915863278,   243552.5366375073,   7607.834162939856,                   0,                   0,   6873837.013126525,  -268.6795981717387,    242760.535820798,   7607.898697050269,  -608.5999085016182, 0.03318928429255267,  0.9998344644196135,-0.0004183873716650909,-0.0003729854274057911, 0.01818597241345105,                   0,-0.003855159375076594,                   0,0.005005730005082119,                   0,-0.003299583201460956,              0.0201,0,1,   998.9076317243885,   1.552254892351375,  0.6554642498068838,1,   14.88945327720766,   792.3386626366554,   608.1146990520967, 0.01840314635938786,-0.04790244854149263,-0.03644897021899549
                  33,   6873549.820479999,  -277.9799739568608,   251160.2200750086,   7607.531158865792,                   0,                   0,   6873564.123436228,  -277.0997267007067,   250368.2842765312,   7607.596661195977,  -608.5663464635803, 0.03393478492980923,  0.9998261293251215,-0.0002188886064995945,-0.000237294016904782, 0.01864421889147229,                   0,-0.00286106568987299,                   0,-0.005531358462906928,                   0,0.003720241829327511,              0.0201,0,1,   998.8693430426513,   1.552730709475871,  0.6556590427763326,1,   14.89264276922765,   792.1830431337927,   608.2225930588526, 0.01669145959252489,-0.05260688321701009,-0.03072305164550069
                  34,   6873267.630618445,  -286.3996915334617,   258767.5958489078,   7607.218835798303,                   0,                   0,   6873282.813786274,  -285.5195157684377,   257975.7260368126,    7607.28530620961,  -608.5320389456156, 0.03468024399592231,  0.9998153313903301,-0.0001794441991064508,-6.332287161940076e-05, 0.01921631876395127,                   0,0.004192676887926697,                   0,-0.002433231938798531,                   0,0.002823746305392884,              0.0201,0,1,   998.8015219475408,    1.55352839846281,  0.6558626583041655,1,   14.84387276295119,   792.0325429921982,   608.3230122169307, 0.01353636675974991,-0.05667742770287833,-0.02586827188466442
                  35,   6872977.021213888,   -294.819058279184,   266374.6546404017,   7606.897194119969,                   0,                   0,   6872993.084521284,  -293.9389550606775,      265582.8517827,    7606.96463247263,  -608.4969859897496, 0.03542566057770347,  0.9998087343348835,-4.013264606814258e-05,0.0001103550205284265, 0.01955712041223124,                   0,-0.006878585063802013,                   0,0.001234740257628669,                   0,0.0002134173383724645,              0.0201,0,1,   998.7596819839921,   1.553023058302927,  0.6557357104356657,1,   14.74193802342691,   791.9137164745293,   608.3873908334015,0.007722534872809738,-0.05895125549969711,-0.02281693888290047
                  36,    6872677.99262228,    -303.23806388056,   273981.3871310751,   7606.566234224798,                   0,                   0,   6872694.935996188,   -302.358034263601,   273189.6521956383,   7606.634640377911,  -608.4611876389257, 0.03617103376201634,  0.9998007401961535,-8.899006863535177e-06,0.0002736690004218601, 0.01996008339936135,                   0,-0.002625115628306327,                   0,0.001268563443712699,                   0,-0.0007385343692684837,              0.0201,0,1,   998.6779150628535,   1.551946803767083,  0.6548070588118627,1,   14.74284830747023,    791.865401655432,   608.3504456218557,0.007417689393904737,  -0.058527982803697,-0.02412898224038519
                  37,   6872370.545209948,  -311.6566980245648,   281587.7840029136,   7606.225956518207,                   0,                   0,   6872388.368576229,  -310.7767430638231,   280796.1179574712,   7606.295330329728,  -608.4246439369967, 0.03691636263577779,  0.9997921573354681,-0.0002768314927685262,0.0005381528880703681, 0.02037831902498976,                   0,-0.002586912106540741,                   0,0.002449082263262988,                   0,7.331984773571242e-06,              0.0201,0,1,   998.6238438957545,   1.551559060816277,  0.6547715240300399,1,   14.70904253666438,   791.7858464301595,   608.3563567161048,0.005535470559538715,-0.05926321286244544,  -0.023679698842215
                  38,   6872054.679353494,  -320.0749503986289,   289193.8359383134,   7605.876361417016,                   0,                   0,   6872073.382636966,  -319.1950711484139,   288402.2397504518,   7605.946702743791,  -608.3873549287293,  0.0376616462859589,  0.9997836363577522,-0.000470662598602317,0.0005744408413093796, 0.02078771189207582,                   0,-8.352811269966497e-05,                   0,-0.00130313971596713,                   0,0.005861487824449046,              0.0201,0,1,   998.5593259544913,   1.551639891574981,  0.6544088994557331,1,   14.66030741699654,   791.7090132231095,   608.3576291965503,0.003407665466989207,-0.05984932073964567,-0.02349255320083857
                  39,   6871730.395439846,  -328.4928106906499,   296799.5336200924,   7605.517449349481,                   0,                   0,   6871749.978564275,  -327.6130082049095,   296008.0082572555,   7605.588758047214,  -608.3493206598038, 0.03840688379958619,  0.9997749135162523,-0.0005131741772352735,0.000506954345838475, 0.02120381930514833,                   0,-0.001855133311065029,                   0,-0.0002573706530350494,                   0,0.005871588137226621,              0.0201,0,1,   998.4864000160957,   1.551641681334395,  0.6552659340604395,1,   14.62870133279019,   791.5815725059513,   608.4206806203219,0.002372023129547398, -0.0623970231549589, -0.0210636330069918
                  40,   6871397.693866245,  -336.9102685890058,   304404.8677315036,   7605.149220755258,                   0,                   0,   6871418.156754338,  -336.0305439213249,   303613.4141609886,   7605.221496678525,  -608.3105411768133, 0.03915207426374268,   0.999762731307682,-0.0006721275370685768,0.0005788000258734957, 0.02176451982717645,                   0,0.003168187438660875,                   0,0.007381338430180749,                   0,-0.0008113703429499112,              0.0201,0,1,   998.4385699148787,   1.553252952805496,  0.6544025131665064,1,   14.46388637165047,   791.4945903515646,   608.4384182141632,-0.003628211037189569,-0.06302025944124337,-0.02049852202727482
