sys.exec.out.time {s},target.sat.pos_eci[0] {m},target.sat.vel_eci[0] {m/s},target.sat.pos_eci[1] {m},target.sat.vel_eci[1] {m/s},target.sat.pos_eci[2] {m},target.sat.vel_eci[2] {m/s},chaser.sat.pos_eci[0] {m},chaser.sat.vel_eci[0] {m/s},chaser.sat.pos_eci[1] {m},chaser.sat.vel_eci[1] {m/s},chaser.sat.pos_eci[2] {m},chaser.sat.vel_eci[2] {m/s},chaser.sat.attNav.qHat[0] {--},chaser.sat.attNav.qHat[1] {--},chaser.sat.attNav.qHat[2] {--},chaser.sat.attNav.qHat[3] {--},chaser.sat.thruster.thrustAcc_eci[0] {m/s2},chaser.sat.imu.dVel[0] {m/s},chaser.sat.thruster.thrustAcc_eci[1] {m/s2},chaser.sat.imu.dVel[1] {m/s},chaser.sat.thruster.thrustAcc_eci[2] {m/s2},chaser.sat.imu.dVel[2] {m/s},chaser.sat.thruster.dVAccumulated {m/s},chaser.sat.guidance.currentWaypoint {--},chaser.sat.imu.isValid {--},chaser.sat.rangefinder.range {m},chaser.sat.rangefinder.azimuth {rad},chaser.sat.rangefinder.elevation {rad},chaser.sat.rangefinder.isValid {--},chaser.sat.relNav.xHat[0] {m},chaser.sat.relNav.xHat[1] {m},chaser.sat.relNav.xHat[2] {m},chaser.sat.relNav.xHat[3] {m/s},chaser.sat.relNav.xHat[4] {m/s},chaser.sat.relNav.xHat[5] {m/s}
                  16,    6877058.56306805,  -134.8010936661952,   121795.3648589363,   7611.414577079709,                   0,                   0,   6877554.707287508,  -133.9011033985228,   120990.7395253896,   7610.897160644426,  -365.7494652688065,0.007167754108236426,  0.9999579128580133,-0.0002931162429207858,0.0002751952621482125,0.009165744000455167,                   0,-0.001115668993855108,                   0,0.004585221364210489,                   0,-0.004328988751805466,                   0,0,1,   1013.585418324428,   2.106531204069072,  0.3696810680681056,1,  -481.7333790370308,   813.4236551045116,   365.5572720340355, 0.03206805563554958,   1.305702593394011, -0.5030486681813882
                  17,    6876919.54990851,  -143.2251970397916,   129406.7032842556,   7611.260719615905,                   0,                   0,   6877416.594699385,  -142.3240446670106,   128601.5610430994,   7610.744321264197,  -365.7420735472729,0.007615687450631233,  0.9999534150807917,1.786506602702955e-05,0.0001223919807578607,0.009651547508245218,                   0,0.004633008347734714,                   0,-0.002111341132829298,                   0,-0.001234343842266927,                   0,0,1,   1014.424943727787,   2.106598506426885,  0.3713865138288793,1,  -481.7960704921268,    814.422812412509,   365.6008131718216, 0.02544866580454079,   1.281032124271463, -0.4591642418160589
                  18,   6876772.112732452,  -151.6491249668941,    137017.883190314,   7611.097538590075,                   0,                   0,   6877270.059256272,  -150.7468116659203,   136212.2250609274,   7610.582160912999,  -365.7342338970135,0.008063611467937305,  0.9999493559809217,-0.0001188326868634288,6.094252077865688e-06, 0.01006336499351263,                   0,0.0001322011796065714,                   0,0.001667774825028837,                   0,0.002667911133149192,                   0,0,1,   1015.278757553454,   2.104396909657345,  0.3686601404701814,1,   -481.722611809738,    815.654580463411,   365.3091971386677, 0.03041471546510152,   1.277147387680438, -0.4463957671508286
                  19,   6876616.251720498,  -160.0728671284479,   144628.8952536484,   7610.925034202111,                   0,                   0,   6877115.101137591,   -159.169394081953,   143822.7222580007,   7610.410679789301,  -365.7259463276278,0.008511525611691856,  0.9999445305630617,-0.0002107227945448727,-8.910800367520599e-05, 0.01053012120945661,                   0,-0.0009508364377788291,                   0,-0.002419736718401183,                   0,-0.001435992904099357,                   0,0,1,   1016.132469237626,   2.101126996266348,  0.3682832547864333,1,  -481.3151358734372,   817.0571640694089,   365.0741238200542, 0.05941820193256064,   1.286092020264621, -0.4316584810505424
                  20,    6876451.96706356,  -168.4964132056263,    152239.730151001,   7610.743206663327,                   0,                   0,   6876951.720533075,  -167.5917816020358,   151433.0433136514,   7610.229878102963,  -365.7172108492639,0.008959429333444196,  0.9999390581304792,0.0002499821831276227,-0.0001163317589874449, 0.01103648499116639,                   0,-0.0001984209190003272,                   0,0.001684710326277559,                   0,0.004245824482540376,                   0,0,1,   1016.990769197995,   2.103756257689742,  0.3665534271431737,1,  -481.4441125222885,   818.2717695953349,   364.5582716216558, 0.04671768769312588,   1.281164274708543, -0.4385224988186826
                  21,   6876279.258962889,  -176.9197528798425,   159850.3785593319,   7610.552056196451,                   0,                   0,   6876779.917642791,  -176.0139639133341,   159043.1789074259,   7610.039756075304,  -365.7080274726175,0.009407322084756368,  0.9999313988416459,0.0004827301850269707,-9.118146784992466e-05, 0.01170283162733538,                   0,-0.001658507015286833,                   0,-0.0008974777520273726,                   0,0.003888692374358858,                   0,0,1,   1017.817727581089,   2.101475254325231,  0.3676600524716943,1,  -481.2242052449329,   819.5573705156028,   364.3252184640968, 0.06041870670832248,   1.281029175464139, -0.4236359782606892
                  22,    6876098.12763004,  -185.3428758327624,   167460.8311558291,   7610.351583035643,                   0,                   0,   6876599.692677096,  -184.4359307032647,   166653.1197190988,   7609.840313939012,  -365.6983962089336,0.009855203317203839,  0.9999252473320398,0.0006659856840063293,6.502554001206606e-05, 0.01220868472469132,                   0,0.001312574936102188,                   0, 0.00173317045897209,                   0,-0.005615215702554151,                   0,0,1,   1018.676458944246,   2.101922733847357,  0.3662804317265174,1,  -481.2318334720432,   820.7979792781106,   363.8982946341347, 0.05746779344961901,   1.278226517717266, -0.4234074246609799
                  23,   6875908.573286898,  -193.7657717463175,   175071.0786179204,   7610.141787426475,                   0,                   0,   6876411.045856657,  -192.8576716595074,   174262.8564286823,   7609.631551938194,  -365.6883170700057, 0.01030307248237615,  0.9999193100518223,0.0008963230979960907,0.0001331072511445277, 0.01267092233625355,                   0,-0.002195748394911057,                   0,-0.003780648857401254,                   0,0.0003736224893824867,                   0,0,1,   1019.525350343676,   2.099935084739083,  0.3667383884744403,1,  -481.0776212291474,    822.088491081838,   363.5682624832175,  0.0649252857762856,   1.278695210516414, -0.4174321725845846
                  24,   6875710.596165668,  -202.1884303027174,   182681.1116232847,   7609.922669625946,                   0,                   0,   6876213.977412481,  -201.2791764700181,   181872.3797164387,   7609.413470328368,  -365.6777900681749, 0.01075092903187762,  0.9999148017374836,0.0007204288385774035,8.181580708921289e-05, 0.01303317132362334,                   0,0.004170899592853504,                   0,6.516454345639909e-05,                   0,0.0007475140924728312,                   0,0,1,   1020.371400012613,    2.10097984164821,  0.3678891607445433,1,  -481.1329067637116,   823.1262220095679,    363.527975301432, 0.05884086927733313,   1.264398436788325, -0.3952297757695183
                  25,   6875504.196508853,  -210.6108411844627,   190290.9208498643,   7609.694229902455,                   0,                   0,   6876008.487585872,   -209.700434823042,   189481.6802628917,   7609.186069376446,  -365.6668152163306, 0.01119877241732794,  0.9999101681963516,0.001098773562352922,1.696678101185338e-05, 0.01335844101422553,                   0,0.0009671165843881747,                   0,-4.133309495937143e-05,                   0,0.0008280006920215735,                   0,0,1,   1021.208354534473,   2.100091694413754,  0.3660800244481576,1,  -481.1863376762316,   824.2515597494501,   363.2872485515631, 0.05435891360482469,   1.256162806822879, -0.3848884185834586
                  26,   6875289.374569294,  -219.0329940743571,   197900.4969758749,   7609.456468535837,                   0,                   0,   6875794.576628435,  -218.1214364071252,   197090.7487488371,   7608.949349360754,   -365.655392527911, 0.01164660209036299,  0.9999040417554064,0.001270424938338929,6.958957276999886e-05, 0.01379450829026181,                   0,-0.004269014518661943,                   0,-0.002022829851374131,                   0,-0.003004022863778816,                   0,0,1,   1022.073109967472,   2.099274918824986,  0.3655085666476736,1,  -481.2748330303763,   825.3972977827965,   362.9605467011305, 0.04766353806088773,   1.250016372762935, -0.3814985651221788
                  27,   6875066.130610136,  -227.4548786555202,   205509.8306798184,   7609.209385817347,                   0,                   0,   6875572.244802088,  -226.5421709111281,   204699.5758553552,   7608.703310571032,  -365.6435220169033, 0.01209441750263535,  0.9998961001836858,0.001501009684833884,0.0001154647178976915, 0.01433605508085107,                   0,0.003353026783511311,                   0,0.001237773715245534,                   0, 0.00361045811319867,                   0,0,1,   1022.922711552414,   2.099331132600141,  0.3647567689208941,1,  -481.4257644463666,    826.528075394942,   362.5843796778065, 0.03838462318868577,   1.243626213215127, -0.3807125949843488
                  28,   6874834.464904862,  -235.8764846114008,   213118.9126404933,   7608.952982049655,                   0,                   0,   6875341.492379075,  -234.9626280242376,   212308.1522638216,   7608.447953308407,  -365.6312036978421, 0.01254221810581506,  0.9998861416181675,0.001714143781235504,0.0001781650074295338, 0.01499112298200576,                   0,0.002432426804340844,                   0, 0.00413733721932336,                   0,0.0008064929196752735,                   0,0,1,   1023.749475009919,   2.098834450813672,  0.3650748032489899,1,   -481.478864703766,   827.6496079107645,   362.3462407804849, 0.03586701482887912,   1.237024797844904, -0.3714041586929382
                  29,   6874594.377737228,  -244.2978016257885,   220727.7335370061,   7608.687257546847,                   0,                   0,    6875102.31964194,  -243.3827974359799,   219916.4686559187,   7608.183277885422,  -365.6184375858108, 0.01299000335159028,  0.9998765451534727,0.001698165382984459,5.088237248340177e-05, 0.01562075853702206,                   0,-0.003606673740445607,                   0,-0.002133667966654479,                   0,-0.002716375031756894,                   0,0,1,   1024.624149765829,   2.098781855988947,  0.3651923513740525,1,  -481.6105668509585,   828.7257836594694,   362.1173595870447, 0.02844099764465573,   1.229120724445661, -0.3645606819518131
                  30,   6874345.869401362,  -252.7188193828274,   228336.2840487837,   7608.412212634424,                   0,                   0,   6874854.726883541,  -251.8026688362332,   227524.5157136471,   7607.909284626029,  -365.6052236964409, 0.01343777269166793,  0.9998698253141759,0.001680086751626455,3.463703714772966e-05, 0.01604707247387666,-0.004358688293967143,0.005560375263988137, 0.01434866402382049,-0.00273286074713771,-0.0003430409415119531,0.0005202108567773706,0.0001500000000000234,0,1,   1025.460202161415,   2.098345488148468,  0.3653242514569832,1,  -481.7188749400991,   829.7594510055314,   362.0090941015775, 0.02320267995030888,   1.219704340600813, -0.3517068886783883
                  31,   6874088.940201658,   -261.139527567027,   235944.5548555839,   7608.127847649313,                   0,                   0,   6874598.712227697,  -260.2265906050123,   235132.2912936683,   7607.640322526587,  -365.5917335663655, 0.01354248470640947,  0.9998625235625068,0.001700296315021851,5.476708960282075e-05, 0.01649363417268915,-0.004358688293967143, 0.00578898755709752, 0.01434866402382049,-0.006037985618730782,-0.0003430409415119531,-0.0004537737569833598, 0.01515000000000001,0,1,    1026.28782825165,   2.096097935820039,  0.3646411647205154,1,  -481.6472686115831,   830.8851501371767,   361.9018110506468, 0.03115419215992362,   1.200850905265943, -0.3387066887568245
                  32,   6873823.590452855,   -269.559915863278,   243552.5366375073,   7607.834162939856,                   0,                   0,   6874334.273808544,  -268.6501937519759,   242739.7932529762,   7607.362043254784,  -365.5781387325549, 0.01364718013980516,  0.9998535819802609,0.001623991437106141,8.403411911241951e-05, 0.01703438262224025,-0.004358688293967143,0.003238021286557503, 0.01434866402382049,0.005273858000122811,-0.0003430409415119531,  0.0030221405825584, 0.03015000000000008,0,1,   1027.134675672794,   2.096664911001409,  0.3634494037170227,1,  -481.7428081812263,   831.9463090440562,   361.6906971372748, 0.03040540459090483,   1.180303267849277, -0.3322457823839582
                  33,   6873549.820479999,  -277.9799739568608,   251160.2200750086,   7607.531158865792,                   0,                   0,    6874061.41194984,  -277.0734679767814,   250347.0122745673,   7607.074447150664,  -365.5644392116548, 0.01375185886449193,  0.9998412469085468,0.001441691655883397,-3.568451271471145e-05, 0.01775953918736049,-0.004358688293967143,0.003421772096912198, 0.01434866402382049,-0.0009899091903134908,-0.0003430409415119531,0.002422640696175397, 0.04514999999999996,0,1,   1027.956353612282,   2.095639131584522,  0.3630414779427912,1,   -481.763961075842,     833.02053084432,   361.5100254708977, 0.03280139605302822,   1.161414879164424, -0.3255211522404209
                  34,   6873267.630618445,  -286.3996915334617,   258767.5958489078,   7607.218835798303,                   0,                   0,   6873780.126985665,  -285.4964029793106,   257953.9390417839,   7606.777534565644,  -365.5506350204377, 0.01385652075311769,  0.9998285738508662,0.001499156335973284,-0.0001877187402587773, 0.01845373141936251,-0.004358688293967143, 0.00441459488492007, 0.01434866402382049,6.431595178429299e-05,-0.0003430409415119531,-0.002862110622821882, 0.06014999999999984,0,1,   1028.743097278633,   2.095249480817317,  0.3630409785788484,1,  -481.7161344883478,   834.0772033795796,   361.4136244687557, 0.03855551421549772,    1.14241095801407, -0.3151494826050003
                  35,   6872977.021213888,   -294.819058279184,   266374.6546404017,   7606.897194119969,                   0,                   0,    6873490.41926039,  -293.9189884596815,    265560.564238326,   7606.471305862506,  -365.5367261758032, 0.01396116567834142,  0.9998153388608872,0.001236376471610537,-0.0002050616257009266, 0.01917596155188475,-0.004358688293967143,-0.005869604593400878, 0.01434866402382049,0.002338723548445176,-0.0003430409415119531,-0.001560378736252246, 0.07514999999999988,0,1,   1029.526331935305,   2.094504861981878,  0.3636490772521564,1,  -481.6131084688294,   835.0915633213497,   361.4439467815928,   0.046163337048285,   1.122483467638988, -0.3007086051471806
                  36,    6872677.99262228,    -303.23806388056,   273981.3871310751,   7606.566234224798,                   0,                   0,    6873192.28912869,  -302.3412141182593,   273166.8785482611,   7606.155761415395,  -365.5227126947777, 0.01406579351283341,  0.9998029771990116,0.001137904702114162,-0.0002910305139896906, 0.01981482420112983,-0.004358688293967143,-0.001732060179297684, 0.01434866402382049,0.005699934127464254,-0.0003430409415119531,0.003976878384847762, 0.09014999999999995,0,1,   1030.326011606782,   2.093242391451938,  0.3614702931185907,1,  -481.5164401556751,   836.1775096513403,   361.2739753653657, 0.05233760215045991,   1.106777161286726,  -0.296046405899446
                  37,   6872370.545209948,  -311.6566980245648,   281587.7840029136,   7606.225956518207,                   0,                   0,   6872885.736955528,  -310.7630696556725,   280772.8726560371,   7605.830901609821,  -365.5085945945165, 0.01417040412927535,  0.9997902678168812,0.001408347900251925,-0.0002565017413040485,  0.0204296632791051,-0.004358688293967143,0.007430157628917251, 0.01434866402382049,0.003539146316351678,-0.0003430409415119531,0.001358763676386338,             0.10515,0,1,     1031.0615607502,   2.092190396921747,  0.3620213482916413,1,  -481.3169299531683,   837.2641528251704,   361.1832032995925, 0.06301854847782176,   1.091114155555404, -0.2880647828142838
                  38,   6872054.679353494,  -320.0749503986289,   289193.8359383134,   7605.876361417016,                   0,                   0,   6872570.763116186,  -319.1845447728218,   288378.5372464933,   7605.496726842655,  -365.4943718923013, 0.01427499740036049,  0.9997782441744898,0.001291077455290633,-0.0002433610262060267, 0.02101752530127094,-0.004358688293967143,-0.004263471029943443, 0.01434866402382049,0.002720565849486209,-0.0003430409415119531,0.001574444597017249,  0.1201500000000001,0,1,   1031.807620563228,   2.092214468611953,  0.3640396894155687,1,  -481.1550847744636,   838.2239191401405,   361.2945906998049, 0.07116569790245969,   1.071422916439099, -0.2735731670574807
                  39,   6871730.395439846,  -328.4928106906499,   296799.5336200924,   7605.517449349481,                   0,                   0,    6872247.36799622,  -327.6056291708938,   295983.8630048712,    7605.15323752214,  -365.4800446055405, 0.01437957319879381,  0.9997665998423541,0.001158181097765294,-0.000202754831001171,  0.0215722819071488,-0.004358688293967143,-0.0003865325707149522, 0.01434866402382049,0.004887411262986351,-0.0003430409415119531,0.002983940535697754,  0.1351500000000006,0,1,    1032.54968460391,   2.092958497711032,  0.3615670708503311,1,   -481.131147653481,   839.1638110870311,   361.2365526687917, 0.07361184536921658,   1.052048072504477, -0.2659332693625454
                  40,   6871397.693866245,  -336.9102685890058,   304404.8677315036,   7605.149220755258,                   0,                   0,    6871915.55199151,  -336.0263125513749,   303588.8406168265,   7604.800434067879,  -365.4656127517705, 0.01448413139729216,  0.9997517095803053,0.0009370394325784833,-0.0001073250743649848, 0.02226274083950814,-0.004358688293967143,0.0007076874311971685, 0.01434866402382049, 0.00344134197452681,-0.0003430409415119531,-0.001252578649880046,  0.1501500000000013,0,1,   1033.277243484616,   2.091387906872976,  0.3596308425027906,1,  -481.0396677812121,   840.1768315740512,   361.0640685956328, 0.07833945553569976,   1.036242308331963,  -0.262866193287163
                  41,   6871056.575040241,  -345.3273137825681,   312009.8289562438,   7604.771676085398,                   0,                   0,   6871575.315508217,  -344.4465846160624,   311193.4607684395,   7604.438316910844,  -365.4510763486545, 0.01458867186858446,  0.9997386805143098,0.000459669280143407,-0.0001398992163729977, 0.02285475477594849,-0.004358688293967143,0.002914122108101929, 0.01434866402382049,0.002917586484221229,-0.0003430409415119531,0.004933004263351875,  0.1651500000000019,0,1,   1033.992475583718,   2.092475965438961,  0.3615546413224305,1,  -481.0458296731732,   841.0113446542533,   361.1432562349186, 0.07881112597801689,   1.015099067957277, -0.2514770892214811
                  42,    6870707.03937969,  -353.7439359607127,   319614.4079784691,   7604.384815802391,                   0,                   0,    6871226.65896281,  -352.8664350670763,   318797.7141462279,   7604.066886493377,  -365.4364354139845, 0.01469319448541171,  0.9997285328489164,0.0003187658087787644,-0.0001255777912727516, 0.02329685013752579,-0.004358688293967143,0.003831790131184821, 0.01434866402382049,0.0004345182960854873,-0.0003430409415119531,-9.144295641823504e-05,  0.1801500000000026,0,1,    1034.65989985608,   2.092286196949212,  0.3614718849487162,1,  -481.0583914890568,   841.8002317929887,   361.2619678957043, 0.07967598407345157,  0.9925787104990539, -0.2393814514480076
